#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	t0_1d_metagenome	t0_2d_metagenome	t0_3d_metagenome	t1_1d_metagenome	t1_2d_metagenome	t1_3d_metagenome	t2_1d_metagenome	t2_2d_metagenome	t2_3d_metagenome	t3_1d_metagenome	t3_2d_metagenome	t3_3d_metagenome	t4_1d_metagenome	t4_2d_metagenome	t4_3d_metagenome	t5_1d_metagenome	t5_2d_metagenome	t5_3d_metagenome	t6_1d_metagenome	t6_2d_metagenome	t6_3d_metagenome
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Thermolongibacillus	0.3362	0.75849	2.57704	0.03624	0.05538	0.0735	0.13263	0.11318	0.08214	0.10042	0.06323	0.2568	0.09839	0.06243	0.05594	0.20731	0.30948	0.20073	1.18481	1.38088	0.81177
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified|g__Betaproteobacteria_unclassified	0.17923	0.23451	0.12826	0.0	0.03264	0.0	0.01869	0.04315	0.04218	0.04205	0.04699	0.02944	0.12404	0.12525	0.0801	0.09593	0.14374	0.1204	2.80763	2.75205	3.16431
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalihalobacillus	0.17812	0.34612	0.12798	0.00232	0.01498	0.0	0.03666	0.00556	0.0	0.0	0.01151	0.0	0.0	0.00546	0.00264	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina	0.17746	0.24456	0.44472	0.00378	0.01205	0.02897	0.01318	0.03776	0.02027	0.0	0.00305	0.01975	0.0	0.03068	0.02653	0.05588	0.06077	0.04032	0.15812	0.09447	0.17541
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Pleurocapsales|f__Dermocarpellaceae|g__Stanieria	0.11056	0.24032	0.28703	0.0	0.0	0.0	0.0	0.00337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Gaiellales|f__Gaiellaceae|g__Gaiella	0.05085	0.06477	0.04338	0.00382	0.00268	0.0	0.0	0.00708	0.00651	0.0015	0.00315	0.00726	0.0	0.01178	0.0057	0.00225	0.00955	0.00434	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB35538|o__OFGB35538|f__FGB35538|g__GGB63067	0.05074	0.13278	0.0183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Zafaria	0.04121	0.09933	0.12916	0.0	0.00789	0.00241	0.10216	0.15638	0.5756	0.09783	0.07685	0.48408	0.08125	0.07603	0.36117	0.06581	0.13239	0.21455	0.03501	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_iriomotensis	22.59559	23.1482	24.91844	1.0466	1.29001	1.22984	2.19011	1.71964	1.94772	1.46423	1.89845	2.02598	1.87898	2.18042	1.75093	1.70158	2.378	1.39756	7.8382	7.6348	6.351
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5888	18.74664	14.33405	16.7513	0.45627	1.07428	0.56966	2.80836	1.09395	0.84261	1.17516	3.33968	1.50477	3.44134	5.69339	2.57694	2.76135	6.84314	1.42851	41.10452	41.71041	43.13874
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__GGB63470|s__GGB63470_SGB85778	7.83231	6.76656	6.46455	0.06196	0.31399	0.13668	0.05084	0.1138	0.09171	0.01183	0.03924	0.035	0.0	0.07871	0.00565	0.01789	0.0337	0.11525	1.46385	2.05852	1.54786
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae|g__Methylocystis|s__Methylocystis_sp_B8	6.41731	5.74066	8.57896	0.25368	0.69543	0.41032	0.54818	0.57816	0.18999	0.48261	0.4257	0.3622	0.26943	0.34858	0.18609	0.24201	0.53416	0.19178	1.75581	1.09656	1.76214
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Priestia|s__Priestia_megaterium	6.26471	6.15323	6.5715	0.35366	0.59042	0.51731	0.68856	0.52139	0.4161	0.57444	0.6139	0.51408	0.75628	0.88136	0.61921	1.10956	1.3106	0.83251	6.96441	6.97133	7.06894
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5896	5.16971	2.78839	3.13112	0.1316	0.26259	0.19223	0.47856	0.2794	0.3185	0.396	0.57216	0.45389	1.31374	1.56341	1.09953	1.96496	2.39602	0.95027	9.48353	6.99402	7.55292
k__Bacteria|p__Proteobacteria|c__CFGB52626|o__OFGB52626|f__FGB52626|g__GGB66002|s__GGB66002_SGB89409	4.24711	2.51354	3.08267	0.18248	0.45514	0.26664	0.81654	0.42677	0.38784	0.47005	0.61642	0.49874	0.66242	1.18802	0.58227	0.45838	0.85897	0.5106	5.22169	8.53404	7.69101
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|s__Hyphomicrobium_album	3.06099	2.83196	2.86472	0.16862	0.27112	0.24189	0.37356	0.35192	0.26398	0.27375	0.39822	0.34164	0.51599	0.68439	0.39222	0.60107	0.66143	0.38338	3.04614	2.87366	3.00729
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_guangzhouensis	2.46296	2.66655	2.93784	0.19559	0.25747	0.26536	0.57533	0.72741	0.72311	0.62608	0.54889	0.73449	0.70432	0.70446	0.73228	0.93021	0.45782	0.63707	0.44722	0.2451	0.05784
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp_S_51	2.026	0.0	0.0	0.02335	0.02808	0.04967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_tepidiphilus	1.96356	1.53	2.3891	0.17019	0.10271	0.17859	0.15824	0.18325	0.21888	0.22679	0.2162	0.18628	0.25567	0.28604	0.19501	0.90706	0.35786	0.56491	2.34368	1.21596	1.68343
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Pleurocapsales|f__Pleurocapsales_unclassified|g__Pleurocapsales_unclassified|s__Pleurocapsales_cyanobacterium_LEGE_06147	1.69972	1.99642	1.51503	0.07341	0.10042	0.1265	0.11662	0.10657	0.12094	0.12801	0.1264	0.07431	0.05641	0.12158	0.04403	0.0438	0.0812	0.03097	0.99027	0.76177	0.67889
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_ruber	1.63273	3.42668	1.54594	0.16521	0.08139	0.24628	2.03228	6.94814	8.76017	4.95615	1.60553	9.6659	6.20673	1.89672	9.60171	6.40751	2.91573	9.49489	1.99606	2.33822	1.12974
k__Bacteria|p__Proteobacteria|c__CFGB52626|o__OFGB52626|f__FGB52626|g__GGB66002|s__GGB66002_SGB89410	1.5742	0.67148	1.29745	0.03445	0.10377	0.04398	0.16108	0.18277	0.10689	0.13959	0.20459	0.15628	0.13156	0.38637	0.20465	0.04559	0.30023	0.0764	2.02388	2.62068	2.42411
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Thaumarchaeota_unclassified|f__Thaumarchaeota_unclassified|g__Candidatus_Nitrosotenuis|s__Candidatus_Nitrosotenuis_cloacae	1.5034	0.83316	0.87715	0.06312	0.31682	0.21977	1.39276	0.61516	0.48411	0.66004	1.47786	0.63137	0.94869	0.91759	0.26008	0.16362	0.35612	0.06304	3.44162	4.02243	3.62585
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_sp_Nm132	1.18159	0.59743	0.40881	0.40039	0.59983	0.17269	1.03704	1.40925	1.32945	2.08074	0.89717	1.24812	4.45462	2.1914	2.83285	4.27595	2.49125	3.01788	0.7672	0.68353	1.17994
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_subterranea	0.97614	1.4926	1.02165	0.1174	0.22825	0.26103	0.28122	0.38377	0.37595	0.28643	0.22923	0.36289	0.23512	0.21086	0.21103	0.12533	0.26478	0.1241	0.07405	0.10204	0.17566
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_tabacisoli	0.94501	1.07517	1.09752	0.04236	0.07266	0.15498	0.03104	0.00477	0.02403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_massiliensis	0.82837	1.0588	1.05838	0.09412	0.16241	0.13607	0.31445	0.55522	0.6032	0.66016	0.40122	0.7628	0.70237	0.60569	0.56737	0.74702	0.97425	0.73346	0.91772	0.94987	0.79339
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae|g__Sulfuricaulis|s__Sulfuricaulis_limicola	0.82423	1.3259	0.76768	0.00346	0.11917	0.00366	0.06402	0.0729	0.05994	0.04671	0.05372	0.08201	0.00696	0.10983	0.62487	0.04256	0.09979	0.04035	1.49501	1.54523	1.38587
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_communis	0.78007	0.82148	0.72208	0.45423	0.68758	0.4742	1.51426	2.53893	2.13623	2.72958	1.05299	2.03128	5.68928	3.57227	3.43081	6.87201	3.47544	4.2096	2.45913	1.63839	2.07327
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Metabacillus|s__Metabacillus_indicus	0.64994	0.70542	0.53001	0.05514	0.04165	0.02844	0.0	0.00297	0.01157	0.0	0.00621	0.01554	0.0	0.12001	0.03703	0.00217	0.04844	0.03328	0.49395	0.17244	0.59463
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Ectobacillus|s__Ectobacillus_funiculus	0.55198	0.69339	0.82523	0.0236	0.04364	0.03542	0.0	0.04608	0.01396	0.0141	0.03234	0.03917	0.08233	0.20712	0.03783	0.09542	0.13357	0.09212	0.16188	0.02814	0.74012
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Knoellia|s__Knoellia_flava	0.5165	0.74624	0.45655	0.0	0.01597	0.0	0.0	0.00513	0.01088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium	0.50657	0.3873	0.22485	17.88845	34.26008	24.7848	27.99167	10.08302	9.93387	8.03939	30.98936	7.30439	11.87076	28.67342	7.20967	9.3784	26.95611	6.5605	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_mariniharenae	0.5039	0.6455	0.61706	0.25705	0.38047	0.30978	1.22621	0.87288	0.74556	1.10427	1.0021	0.79363	0.63618	1.39172	0.49645	1.01396	0.8706	0.29084	0.05248	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Chitinimonas|s__Chitinimonas_taiwanensis	0.4817	1.39479	0.17147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sediminis	0.47899	0.8527	0.71641	0.00459	0.0387	0.04195	0.04926	0.03338	0.05521	0.0105	0.04457	0.04798	0.0	0.03529	0.0167	0.0	0.01492	0.01512	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Chroococcidiopsidales|f__Chroococcidiopsidaceae|g__Chroococcidiopsis|s__Chroococcidiopsis_cubana	0.44273	0.55133	0.50371	0.01067	0.01384	0.02246	0.00485	0.01691	0.0	0.01089	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05917	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB11088|o__OFGB11088|f__FGB11088|g__GGB33037|s__GGB33037_SGB24024	0.36482	0.45405	0.31166	0.0	0.01029	0.0051	0.0	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30756	0.02034	0.37624
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira_sp_SCGC_AG_212_E16	0.36384	0.15105	0.05519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19447
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Thermolongibacillus|s__Thermolongibacillus_altinsuensis	0.3362	0.75849	2.57704	0.03624	0.05538	0.0735	0.13263	0.11318	0.08214	0.10042	0.06323	0.2568	0.09839	0.06243	0.05594	0.20731	0.30948	0.20073	1.18481	1.38088	0.81177
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cereus	0.25678	1.64867	0.18665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3557	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae|g__Methylocystis|s__Methylocystis_hirsuta	0.24756	0.0	0.1691	0.0	0.14166	0.0	0.0	0.06745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified|g__Betaproteobacteria_unclassified|s__Betaproteobacteria_bacterium_SCGC_AG_212_J23	0.17923	0.23451	0.12826	0.0	0.0	0.0	0.01869	0.04315	0.04218	0.04205	0.04699	0.02944	0.12404	0.12525	0.0801	0.09593	0.14374	0.1204	2.80763	2.75205	3.16431
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalihalobacillus|s__Alkalihalobacillus_gibsonii	0.17812	0.34612	0.12798	0.00232	0.01498	0.0	0.03666	0.00556	0.0	0.0	0.01151	0.0	0.0	0.00546	0.00264	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina|s__Sporosarcina_sp_HYO08	0.17746	0.24456	0.44472	0.00378	0.01205	0.02897	0.01318	0.03776	0.02027	0.0	0.00305	0.01975	0.0	0.03068	0.02653	0.05588	0.06077	0.04032	0.15812	0.09447	0.17541
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp_NRRL_F_5122	0.17376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Ectobacillus|s__Ectobacillus_antri	0.15966	0.18372	0.11397	0.00175	0.00592	0.0166	0.0	0.01883	0.00987	0.0	0.00436	0.00668	0.0	0.01982	0.01478	0.00207	0.0	0.0	0.06306	0.0	0.08231
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_hoagii	0.15963	0.88817	0.34075	0.0	0.0	0.05026	0.0	0.0812	0.02507	0.0	0.0	0.0	0.0	0.0	0.10042	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_rufum	0.15259	0.63378	0.09272	0.00158	0.00225	0.02671	0.0	0.03783	0.04768	0.03333	0.03194	0.03897	0.0	0.0	0.03862	0.02214	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Pleurocapsales|f__Dermocarpellaceae|g__Stanieria|s__Stanieria_sp_NIES_3757	0.11056	0.24032	0.28703	0.0	0.0	0.0	0.0	0.00337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_niastensis	0.10202	0.33994	0.12491	0.03469	0.04869	0.04006	0.01147	0.04189	0.04279	0.0	0.03745	0.04604	0.0	0.07709	0.0	0.0	0.02194	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Gaiellales|f__Gaiellaceae|g__Gaiella|s__Gaiella_occulta	0.05085	0.06477	0.04338	0.00382	0.00268	0.0	0.0	0.00708	0.00651	0.0015	0.00315	0.00726	0.0	0.01178	0.0057	0.00225	0.00955	0.00434	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB35538|o__OFGB35538|f__FGB35538|g__GGB63067|s__GGB63067_SGB85311	0.05074	0.13278	0.0183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Zafaria|s__Zafaria_cholistanensis	0.04121	0.09933	0.12916	0.0	0.00789	0.00241	0.10216	0.15638	0.5756	0.09783	0.07685	0.48408	0.08125	0.07603	0.36117	0.06581	0.13239	0.21455	0.03501	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_zambiensis	0.03027	0.30067	0.22286	0.01153	0.0	0.01527	0.0	0.01678	0.01613	0.0	0.0	0.00572	0.0	0.00977	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_iriomotensis|t__SGB34149	22.59559	23.1482	24.91844	1.0466	1.29001	1.22984	2.19011	1.71964	1.94772	1.46423	1.89845	2.02598	1.87898	2.18042	1.75093	1.70158	2.378	1.39756	7.8382	7.6348	6.351
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5888|t__SGB74792	18.74664	14.33405	16.7513	0.45627	1.07428	0.56966	2.80836	1.09395	0.84261	1.17516	3.33968	1.50477	3.44134	5.69339	2.57694	2.76135	6.84314	1.42851	41.10452	41.71041	43.13874
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__GGB63470|s__GGB63470_SGB85778|t__SGB85778	7.83231	6.76656	6.46455	0.06196	0.31399	0.13668	0.05084	0.1138	0.09171	0.01183	0.03924	0.035	0.0	0.07871	0.00565	0.01789	0.0337	0.11525	1.46385	2.05852	1.54786
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae|g__Methylocystis|s__Methylocystis_sp_B8|t__SGB56238	6.41731	5.74066	8.57896	0.25368	0.69543	0.41032	0.54818	0.57816	0.18999	0.48261	0.4257	0.3622	0.26943	0.34858	0.18609	0.24201	0.53416	0.19178	1.75581	1.09656	1.76214
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Priestia|s__Priestia_megaterium|t__SGB7678	6.26471	6.15323	6.5715	0.35366	0.59042	0.51731	0.68856	0.52139	0.4161	0.57444	0.6139	0.51408	0.75628	0.88136	0.61921	1.10956	1.3106	0.83251	6.96441	6.97133	7.06894
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5896|t__SGB74813	5.16971	2.78839	3.13112	0.1316	0.26259	0.19223	0.47856	0.2794	0.3185	0.396	0.57216	0.45389	1.31374	1.56341	1.09953	1.96496	2.39602	0.95027	9.48353	6.99402	7.55292
k__Bacteria|p__Proteobacteria|c__CFGB52626|o__OFGB52626|f__FGB52626|g__GGB66002|s__GGB66002_SGB89409|t__SGB89409	4.24711	2.51354	3.08267	0.18248	0.45514	0.26664	0.81654	0.42677	0.38784	0.47005	0.61642	0.49874	0.66242	1.18802	0.58227	0.45838	0.85897	0.5106	5.22169	8.53404	7.69101
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|s__Hyphomicrobium_album|t__SGB89802	3.06099	2.83196	2.86472	0.16862	0.27112	0.24189	0.37356	0.35192	0.26398	0.27375	0.39822	0.34164	0.51599	0.68439	0.39222	0.60107	0.66143	0.38338	3.04614	2.87366	3.00729
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_guangzhouensis|t__SGB34148	2.46296	2.66655	2.93784	0.19559	0.25747	0.26536	0.57533	0.72741	0.72311	0.62608	0.54889	0.73449	0.70432	0.70446	0.73228	0.93021	0.45782	0.63707	0.44722	0.2451	0.05784
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp_S_51|t__SGB89632	2.026	0.0	0.0	0.02335	0.02808	0.04967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_tepidiphilus|t__SGB66485	1.96356	1.53	2.3891	0.17019	0.10271	0.17859	0.15824	0.18325	0.21888	0.22679	0.2162	0.18628	0.25567	0.28604	0.19501	0.90706	0.35786	0.56491	2.34368	1.21596	1.68343
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Pleurocapsales|f__Pleurocapsales_unclassified|g__Pleurocapsales_unclassified|s__Pleurocapsales_cyanobacterium_LEGE_06147|t__SGB80677	1.69972	1.99642	1.51503	0.07341	0.10042	0.1265	0.11662	0.10657	0.12094	0.12801	0.1264	0.07431	0.05641	0.12158	0.04403	0.0438	0.0812	0.03097	0.99027	0.76177	0.67889
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_ruber|t__SGB15836	1.63273	3.42668	1.54594	0.16521	0.08139	0.24628	2.03228	6.94814	8.76017	4.95615	1.60553	9.6659	6.20673	1.89672	9.60171	6.40751	2.91573	9.49489	1.99606	2.33822	1.12974
k__Bacteria|p__Proteobacteria|c__CFGB52626|o__OFGB52626|f__FGB52626|g__GGB66002|s__GGB66002_SGB89410|t__SGB89410	1.5742	0.67148	1.29745	0.03445	0.10377	0.04398	0.16108	0.18277	0.10689	0.13959	0.20459	0.15628	0.13156	0.38637	0.20465	0.04559	0.30023	0.0764	2.02388	2.62068	2.42411
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Thaumarchaeota_unclassified|f__Thaumarchaeota_unclassified|g__Candidatus_Nitrosotenuis|s__Candidatus_Nitrosotenuis_cloacae|t__SGB27519	1.5034	0.83316	0.87715	0.06312	0.31682	0.21977	1.39276	0.61516	0.48411	0.66004	1.47786	0.63137	0.94869	0.91759	0.26008	0.16362	0.35612	0.06304	3.44162	4.02243	3.62585
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_sp_Nm132|t__SGB13357	1.18159	0.59743	0.40881	0.40039	0.59983	0.17269	1.03704	1.40925	1.32945	2.08074	0.89717	1.24812	4.45462	2.1914	2.83285	4.27595	2.49125	3.01788	0.7672	0.68353	1.17994
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_subterranea|t__SGB24411	0.97614	1.4926	1.02165	0.1174	0.22825	0.26103	0.28122	0.38377	0.37595	0.28643	0.22923	0.36289	0.23512	0.21086	0.21103	0.12533	0.26478	0.1241	0.07405	0.10204	0.17566
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_tabacisoli|t__SGB32982	0.94501	1.07517	1.09752	0.04236	0.07266	0.15498	0.03104	0.00477	0.02403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_massiliensis|t__SGB31869	0.82837	1.0588	1.05838	0.09412	0.16241	0.13607	0.31445	0.55522	0.6032	0.66016	0.40122	0.7628	0.70237	0.60569	0.56737	0.74702	0.97425	0.73346	0.91772	0.94987	0.79339
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae|g__Sulfuricaulis|s__Sulfuricaulis_limicola|t__SGB22402	0.82423	1.3259	0.76768	0.00346	0.11917	0.00366	0.06402	0.0729	0.05994	0.04671	0.05372	0.08201	0.00696	0.10983	0.62487	0.04256	0.09979	0.04035	1.49501	1.54523	1.38587
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_communis|t__SGB13358	0.78007	0.82148	0.72208	0.45423	0.68758	0.4742	1.51426	2.53893	2.13623	2.72958	1.05299	2.03128	5.68567	3.51155	3.40214	6.87201	3.44387	4.1826	2.45913	1.63839	2.07327
